Churn,Area,Children,Age,Income,Techie,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Male,Gender_Nonbinary
1,0.5,0.5,0.8873239436619719,0.3114437407354012,0,0.6239458028137452,0.3888888888888889,0.3333333333333333,0.5,0,0,1,0,0,0
0,0.5,0.0,0.7887323943661971,0.735223194912725,0,0.4420227691592458,0.5555555555555556,0.6666666666666666,0.0,0,0,1,0,0,0
0,0.0,0.125,0.028169014084507043,0.7871035734133012,0,0.5107086297379321,0.7222222222222222,0.6666666666666666,0.0,0,1,0,0,1,0
0,1.0,0.25,0.15492957746478872,0.22269352373770815,0,0.6343669660710318,0.7222222222222222,0.3333333333333333,0.0,0,0,0,1,0,0
0,1.0,0.125,0.9859154929577465,0.5013982049772944,1,0.5152884259917612,0.6666666666666666,0.0,0.0,0,1,0,0,0,0
0,0.0,0.125,0.39436619718309857,0.09716920192473213,0,0.5807994969654261,0.5,0.0,0.0,0,0,0,0,1,0
0,0.5,0.375,0.9295774647887324,0.13141978629234366,0,0.5813058319413175,0.3888888888888889,0.3333333333333333,0.0,0,1,0,0,0,0
0,0.0,0.25,0.6619718309859155,0.2342174656884905,0,0.3441683918853484,0.6111111111111112,0.0,0.5,0,0,1,0,0,0
0,0.0,0.125,0.1267605633802817,0.32991306427586886,0,0.4025230357214863,0.4444444444444444,1.0,0.0,0,0,0,0,0,0
0,1.0,0.0,0.5774647887323944,0.15262560538010356,0,0.6845698978716473,0.3888888888888889,0.0,0.0,0,0,1,0,0,0
0,1.0,0.375,0.5070422535211268,0.16285002728490788,0,0.6131882572104239,0.4444444444444444,0.0,1.0,0,0,0,1,0,0
1,1.0,0.125,0.2112676056338028,0.5242611708633569,0,0.4902844135523406,0.5555555555555556,0.6666666666666666,0.0,0,0,0,1,0,0
0,0.5,0.25,0.8732394366197183,0.008850271632193782,0,0.629464931647681,0.2222222222222222,0.3333333333333333,0.5,1,0,0,0,1,0
0,0.5,0.125,0.5070422535211268,0.4237473542856954,1,0.4844050359028842,0.6111111111111112,0.3333333333333333,0.5,0,0,0,1,0,0
0,0.5,0.0,0.8591549295774648,0.5979230642411008,1,0.3198514209179297,0.5555555555555556,0.0,0.0,0,0,0,0,1,0
1,0.5,0.125,0.028169014084507043,0.5163769685137257,0,0.6273939915289684,0.6111111111111112,1.0,0.0,0,0,0,0,1,0
0,0.5,0.125,0.9295774647887324,0.06423996876365205,1,0.3935745171919656,0.5555555555555556,0.3333333333333333,0.0,1,0,0,0,0,0
0,0.0,0.625,0.8450704225352113,0.4007737771861623,0,0.2969031228105329,0.9444444444444444,0.3333333333333333,0.5,0,0,0,0,0,0
0,0.0,0.0,0.5070422535211268,0.37497395421261753,1,0.28471608918856306,0.5,0.3333333333333333,0.0,0,0,1,0,0,0
1,0.5,0.5,0.7464788732394366,0.43342721001891793,0,0.7560571468781665,0.3888888888888889,0.3333333333333333,0.0,0,0,0,0,0,0
0,0.0,0.875,0.2112676056338028,0.2105397932330356,0,0.7003320845946566,0.6111111111111112,0.3333333333333333,0.0,0,0,0,0,0,0
1,0.0,0.25,0.6197183098591549,0.2289504960646099,0,0.22173867028588912,0.3333333333333333,0.0,0.0,0,0,1,0,1,0
0,0.5,0.125,0.08450704225352113,0.6896964926946872,0,0.5188670155996515,0.4444444444444444,0.0,0.0,0,0,0,0,0,0
0,1.0,0.5,0.7464788732394366,0.45586673224639485,0,0.5207866025817909,0.6666666666666666,0.3333333333333333,0.5,0,0,0,0,0,0
0,0.0,0.0,0.11267605633802817,0.13397144468028385,0,0.27030919073849824,0.2777777777777778,0.3333333333333333,0.0,1,0,0,0,0,0
1,0.0,0.125,0.6197183098591549,0.30688207930969547,0,0.6832015073868802,0.2777777777777778,0.3333333333333333,0.5,0,0,0,0,1,0
0,0.0,0.0,0.38028169014084506,0.06663234053570272,0,0.4761300855359827,0.7777777777777778,0.0,0.5,0,0,0,0,0,0
0,0.5,0.0,0.16901408450704225,0.8589611617993824,0,0.5000607351899544,0.4444444444444444,0.3333333333333333,0.5,1,0,0,0,0,0
0,0.5,0.5,0.5774647887323944,0.48065722789702126,0,0.20851238277614859,0.6111111111111112,1.0,0.0,0,0,0,1,0,0
0,0.0,0.5,0.6338028169014085,0.8593871119986242,0,0.7330836608980414,0.6111111111111112,0.3333333333333333,0.0,0,1,0,0,0,0
0,1.0,0.125,0.7183098591549296,0.39536474330638427,0,0.8072128127884817,0.2777777777777778,0.3333333333333333,0.0,0,0,0,1,1,0
1,1.0,0.25,0.8450704225352113,0.5273120351226179,1,0.2932537050174807,0.4444444444444444,0.0,0.5,0,0,0,0,0,0
0,0.0,0.25,0.704225352112676,0.46684958484005395,0,0.32759499753034604,0.4444444444444444,0.3333333333333333,0.0,0,0,1,0,1,0
0,1.0,0.5,0.323943661971831,0.22837665996665654,0,0.4208655772930537,0.3333333333333333,0.3333333333333333,0.0,0,0,1,0,0,1
1,1.0,0.125,0.5633802816901409,0.07103867729687863,0,0.5681188013690005,0.3888888888888889,0.6666666666666666,0.0,0,1,0,0,1,0
1,1.0,0.125,0.7183098591549296,0.057027923590614635,0,0.266541965989143,0.6111111111111112,0.0,0.0,0,0,1,0,1,0
0,0.5,0.625,0.49295774647887325,0.26140122252881975,0,0.7484962670556066,0.6111111111111112,0.0,0.5,0,0,0,1,0,0
0,0.5,0.125,0.04225352112676056,0.29009391684413915,1,0.5015719209209228,0.5555555555555556,0.3333333333333333,0.0,0,0,1,0,1,0
0,0.0,0.125,0.647887323943662,0.38601130385150995,0,0.12113531343145009,0.7222222222222222,0.6666666666666666,0.0,0,1,0,0,0,0
1,1.0,0.0,0.014084507042253521,0.47762657767530964,1,0.7168724975198981,0.6666666666666666,0.0,0.5,0,0,0,0,0,0
0,1.0,0.125,0.5352112676056338,0.15288070653397742,0,0.486076527986155,0.16666666666666666,1.0,0.0,0,0,0,0,0,0
0,1.0,0.375,0.18309859154929578,0.44511472396155033,0,0.5100140882662125,0.7777777777777778,0.6666666666666666,0.0,0,0,0,1,1,0
1,0.5,0.125,0.704225352112676,0.28759901947363775,1,0.3885538851615983,0.6666666666666666,0.0,0.5,0,0,0,0,0,0
0,1.0,0.125,0.09859154929577464,0.658838713245523,0,0.47558364937713105,0.3888888888888889,1.0,0.0,0,0,0,1,1,0
0,0.0,0.25,0.1267605633802817,0.10950550561655119,0,0.47286870781807855,0.8888888888888888,0.3333333333333333,0.0,0,1,0,0,1,0
0,0.5,0.0,0.16901408450704225,0.07354732021291364,0,0.5814323360554684,0.16666666666666666,0.3333333333333333,0.5,0,0,0,1,0,0
0,0.5,0.125,0.6056338028169014,0.09194848201876461,0,0.7302949228816237,0.5,0.3333333333333333,0.0,0,1,0,0,0,0
0,1.0,0.125,0.7323943661971831,0.08219755372951822,0,0.20495620529223185,0.5,0.6666666666666666,0.5,0,0,0,1,1,0
0,0.5,0.0,0.7183098591549296,0.4236616467664857,0,0.32721497691243445,0.5,0.6666666666666666,0.0,0,0,0,0,0,0
1,0.0,0.375,0.5211267605633803,0.24373674110742038,0,0.5619557852308028,0.5555555555555556,0.6666666666666666,0.0,0,0,0,0,1,0
0,0.0,0.25,0.4788732394366197,0.26404335894883124,0,0.646942830418863,0.2222222222222222,0.3333333333333333,0.0,0,0,0,1,0,0
0,0.0,0.0,0.2112676056338028,0.15094129091533448,1,0.6198331117064083,0.7222222222222222,1.0,0.0,0,0,0,0,1,0
0,0.5,0.0,0.29577464788732394,0.5595758221675706,1,0.11002497665603769,0.4444444444444444,0.0,0.0,0,0,0,1,0,0
0,1.0,0.125,0.028169014084507043,0.5108890190313546,0,0.8809816538537953,0.6666666666666666,0.0,0.0,1,0,0,0,1,0
0,0.0,0.0,0.4507042253521127,0.33753375643200567,0,0.5817924079911293,0.4444444444444444,0.3333333333333333,0.0,1,0,0,0,1,0
1,0.5,0.25,0.7605633802816901,0.1626608238934452,0,0.5062459712110522,0.3888888888888889,0.3333333333333333,0.5,0,0,0,1,0,0
0,1.0,0.125,0.6197183098591549,0.4982464322425866,0,0.43317612185147353,0.5555555555555556,0.0,0.0,1,0,0,0,1,0
1,0.0,0.875,0.8450704225352113,0.13237405057697735,0,0.34374697505508295,0.4444444444444444,0.6666666666666666,0.5,0,0,0,0,0,0
0,0.5,0.0,0.8169014084507042,0.1531383142285074,0,0.6117300363800983,0.5,0.3333333333333333,0.0,0,0,0,0,0,0
0,1.0,0.0,0.22535211267605634,0.5761404173778302,0,0.7161506424545323,0.6111111111111112,0.0,0.5,1,0,0,0,0,0
0,0.0,0.0,0.43661971830985913,0.08618804731022718,0,0.589731344794079,0.3888888888888889,1.0,0.5,0,1,0,0,1,0
0,0.0,0.375,0.9859154929577465,0.3359848760188178,0,0.67264236710884,0.7222222222222222,0.3333333333333333,0.0,0,0,0,1,1,0
0,0.5,0.375,0.30985915492957744,0.3626809894173045,0,0.7971794552348814,0.5555555555555556,0.3333333333333333,0.0,1,0,0,0,0,0
0,0.0,0.5,0.7746478873239436,0.08914899953046833,0,0.05054375873316069,0.5555555555555556,0.0,0.0,1,0,0,0,0,0
1,1.0,0.125,0.30985915492957744,0.355452126165026,0,0.5528305464966436,0.7222222222222222,0.3333333333333333,0.0,0,0,0,1,0,0
0,0.0,0.375,0.30985915492957744,0.29297660031098893,0,0.353176557838867,0.7222222222222222,0.3333333333333333,0.5,0,0,1,0,1,0
1,1.0,0.75,0.352112676056338,0.09146771134968885,0,0.3226686328643909,0.7222222222222222,0.3333333333333333,1.0,0,1,0,0,1,0
1,0.5,0.25,0.09859154929577464,0.14597445932098785,0,0.23106418191878958,0.5,0.3333333333333333,0.0,0,0,0,0,0,0
0,0.5,0.25,0.11267605633802817,0.34376056941488364,0,0.4729644895045071,0.4444444444444444,0.0,0.5,0,1,0,0,1,0
1,0.0,0.875,0.6197183098591549,0.2965872316980689,0,0.6720053285340083,0.2777777777777778,0.3333333333333333,0.5,0,0,0,0,0,0
1,0.0,0.375,0.5915492957746479,0.15627957566368952,0,0.0899306533813251,0.4444444444444444,0.0,0.0,0,0,0,0,1,0
0,0.5,0.0,0.7605633802816901,0.3426251064976568,0,0.7683884742553397,0.5,0.3333333333333333,0.0,0,0,0,0,1,0
1,0.5,0.5,0.4647887323943662,0.5397266884239785,1,0.3182661286250911,0.7222222222222222,0.0,0.0,1,0,0,0,0,0
0,0.5,0.0,0.29577464788732394,0.06840996299779999,0,0.6284805715094437,0.3333333333333333,0.6666666666666666,0.0,0,0,0,0,0,0
0,1.0,0.0,0.08450704225352113,0.2136712710740438,0,0.4282243893832778,0.6111111111111112,0.0,0.0,0,1,0,0,0,0
0,0.5,0.5,0.22535211267605634,0.39179122489224505,0,0.4803230192194764,0.3333333333333333,0.3333333333333333,0.5,1,0,0,0,1,0
0,0.0,0.125,0.23943661971830985,0.4203633626876196,0,0.7406050081849291,0.3888888888888889,0.0,0.0,0,0,0,0,0,0
0,0.5,0.0,0.647887323943662,0.0816016439025609,0,0.32250580478811297,0.7777777777777778,1.0,0.0,0,0,1,0,0,0
1,1.0,0.0,0.9014084507042254,0.8120935411864654,0,0.4060128647907086,0.4444444444444444,0.0,0.0,0,0,1,0,1,0
1,0.0,0.0,0.7183098591549296,0.14571402166120095,1,0.22557360862134576,0.3888888888888889,0.3333333333333333,0.0,0,0,0,1,0,0
1,0.0,0.375,0.38028169014084506,0.5568896191457013,0,0.8066966263047007,0.7777777777777778,0.0,0.5,0,0,0,1,1,0
1,1.0,0.125,0.2676056338028169,0.24047872339135276,1,0.5289555453247864,0.4444444444444444,0.6666666666666666,0.0,1,0,0,0,1,0
1,0.0,0.0,0.5492957746478874,0.15286542472159004,0,0.7878833337267762,0.7777777777777778,0.0,0.0,0,0,0,1,1,0
0,0.0,0.125,0.6338028169014085,0.08845889228853064,0,0.4719793387155563,0.6111111111111112,1.0,0.5,0,0,0,1,0,0
0,0.5,0.0,0.5211267605633803,0.2345759818584673,0,0.5071230287524651,0.5,0.6666666666666666,0.0,1,0,0,0,1,0
0,1.0,0.0,0.18309859154929578,0.5474748098728269,0,0.4804585028667301,0.5,0.6666666666666666,0.5,1,0,0,0,0,0
0,1.0,0.375,0.9014084507042254,0.21252497343269044,0,0.5228410593273799,0.3888888888888889,0.0,0.0,0,0,1,0,0,0
0,0.5,0.375,0.9436619718309859,0.23829051339855137,0,0.5832152534142839,0.2777777777777778,0.0,0.5,0,0,1,0,1,0
1,0.5,0.375,0.014084507042253521,0.22107235792624352,0,0.49501688615318723,0.5555555555555556,0.3333333333333333,0.0,0,1,0,0,1,0
0,1.0,0.5,0.6338028169014085,0.3108616573101277,0,0.5295114332046418,0.4444444444444444,0.0,0.5,0,0,0,1,1,0
0,1.0,0.25,0.5492957746478874,0.07872809718068349,0,0.5602225659168324,0.5,0.0,0.0,1,0,0,0,1,0
0,0.5,0.125,0.49295774647887325,0.31184381696657965,0,0.5588016536346722,0.6666666666666666,0.3333333333333333,0.5,0,0,0,0,0,0
0,1.0,0.0,0.30985915492957744,0.3049210750989497,0,0.4851737178215043,0.3888888888888889,0.3333333333333333,0.0,1,0,0,0,0,0
0,1.0,0.25,0.6619718309859155,0.2258151371283922,0,0.14102526162914483,0.3888888888888889,0.0,0.0,0,0,0,1,0,0
0,1.0,0.0,0.6056338028169014,0.15740234416533533,0,0.5900706994220457,0.5555555555555556,0.0,1.0,0,1,0,0,0,0
0,0.0,0.375,0.14084507042253522,0.28185184517373274,0,0.27401214687986075,0.6666666666666666,0.3333333333333333,0.5,0,1,0,0,1,0
0,0.0,1.0,0.36619718309859156,0.5133922445853264,1,0.5198451634822833,0.8333333333333334,0.3333333333333333,0.0,0,0,1,0,0,0
1,0.0,0.875,0.6056338028169014,0.33645125429315836,0,0.5659338878204436,0.6666666666666666,0.3333333333333333,0.0,0,0,1,0,0,0
1,0.5,0.0,0.8028169014084507,0.27103992248159164,0,0.6243561985378158,0.3333333333333333,0.3333333333333333,0.0,1,0,0,0,0,0
0,0.0,0.125,0.8028169014084507,0.04309503435699106,1,0.5393832721124956,0.5555555555555556,0.0,0.5,0,0,0,0,1,0
0,0.5,0.75,0.4788732394366197,0.12071410858156238,0,0.5187693137614903,0.5,0.3333333333333333,0.0,0,0,1,0,0,0
0,1.0,0.25,0.352112676056338,0.2552807353834518,0,0.7271455397077777,0.3888888888888889,0.6666666666666666,0.5,1,0,0,0,1,0
0,0.5,0.0,0.0,0.2151685652634055,0,0.8405381756096227,0.6111111111111112,0.0,1.0,0,0,0,0,0,1
0,1.0,0.125,0.28169014084507044,0.09413669201156598,0,0.8461297704051983,0.6666666666666666,0.0,0.0,0,1,0,0,0,0
0,1.0,0.5,0.04225352112676056,0.5337221489979942,1,0.8443434645433252,0.5555555555555556,0.0,0.0,1,0,0,0,1,0
0,1.0,0.125,0.11267605633802817,0.043938444859703656,1,0.5765014993561279,0.5,0.0,0.5,0,0,0,0,1,0
0,0.0,0.0,0.6619718309859155,0.40170410805033746,0,0.43872440028296256,0.4444444444444444,0.3333333333333333,0.0,0,1,0,0,1,0
0,1.0,0.0,0.29577464788732394,0.2716486075802802,0,0.3085352189712798,0.5555555555555556,0.0,0.0,0,0,0,0,0,0
0,0.0,0.125,0.2535211267605634,0.36084798049232175,0,0.3076490711491894,0.7222222222222222,1.0,0.0,1,0,0,0,1,0
0,0.5,0.125,0.028169014084507043,0.051627379606607335,0,0.605465293991608,0.4444444444444444,0.6666666666666666,0.5,0,0,0,0,0,0
0,1.0,0.0,0.6338028169014085,0.851383970252052,0,0.38018913946367,0.3333333333333333,0.6666666666666666,0.0,0,0,0,1,1,0
0,0.5,0.125,0.4225352112676056,0.5922925653659311,0,0.5247346446313066,0.5,0.0,0.5,0,0,0,0,0,0
0,0.0,0.5,0.2676056338028169,0.5394726384000573,0,0.5860096389357977,0.8333333333333334,0.3333333333333333,0.0,0,1,0,0,0,0
0,1.0,0.0,0.4507042253521127,0.23388498519887743,0,0.17433786108876898,0.3888888888888889,0.6666666666666666,0.0,0,0,0,1,1,0
1,0.5,0.125,0.9859154929577465,0.060519696436903934,0,0.5646377916131613,0.7777777777777778,0.6666666666666666,0.0,0,0,1,0,1,0
0,0.0,0.125,0.19718309859154928,0.07901837075989336,0,0.4576073418469849,0.5555555555555556,0.0,0.0,0,1,0,0,1,0
0,1.0,0.125,0.36619718309859156,0.1494532143270953,0,0.744627161314319,0.3888888888888889,0.6666666666666666,0.5,0,0,0,1,1,0
1,0.5,0.0,0.7605633802816901,0.1489824698206441,0,0.5253763299733314,0.7777777777777778,0.0,0.0,0,0,1,0,0,0
0,0.0,0.125,0.7746478873239436,0.10483161585437095,0,0.41093856226041164,0.5,0.6666666666666666,0.5,1,0,0,0,0,0
0,0.0,0.5,0.5352112676056338,0.17837731894428066,0,0.6965426086752229,0.4444444444444444,0.3333333333333333,0.0,1,0,0,0,1,0
0,0.5,0.0,0.028169014084507043,0.1674528444910643,0,0.665481666673632,0.4444444444444444,0.0,0.0,0,0,0,1,1,0
0,0.0,0.375,0.09859154929577464,0.3871626954303257,0,0.4777557763529248,0.3888888888888889,0.0,0.0,0,0,1,0,0,0
1,1.0,0.0,0.323943661971831,0.1911960104281794,0,0.7921497871963605,0.4444444444444444,0.0,0.0,1,0,0,0,1,0
0,0.5,0.375,0.8169014084507042,0.07177406398292706,0,0.4714494897874471,0.5555555555555556,0.3333333333333333,0.0,0,0,0,1,1,0
1,0.0,0.125,0.43661971830985913,0.33015797755481785,0,0.6349627778586626,0.6111111111111112,0.6666666666666666,0.0,0,0,1,0,1,0
1,0.0,0.0,0.15492957746478872,0.23859016629118418,0,0.5053881151869657,0.4444444444444444,0.0,0.0,0,0,0,0,0,0
0,0.5,0.0,0.971830985915493,0.16049315136279402,0,0.3837978391403052,0.6111111111111112,0.3333333333333333,0.5,0,0,0,0,0,0
0,0.0,1.0,0.4507042253521127,0.12791354019516896,0,0.41167889370344973,0.2777777777777778,0.3333333333333333,0.0,0,1,0,0,0,1
1,0.0,0.875,0.6338028169014085,0.41373938429497037,0,0.8026885964560551,0.5,0.6666666666666666,1.0,0,0,0,1,1,0
0,1.0,0.125,0.4225352112676056,0.33024433192322905,0,0.6303905577329197,0.4444444444444444,0.6666666666666666,0.0,0,0,0,1,0,0
1,0.5,0.375,0.38028169014084506,0.4076602146423534,1,0.6817964081189889,0.6666666666666666,0.0,0.0,0,0,0,0,1,0
0,1.0,0.0,0.4507042253521127,0.6667453936049091,0,0.676951413497108,0.5,0.3333333333333333,1.0,0,1,0,0,1,0
0,1.0,0.125,0.4647887323943662,0.4465996471599317,0,0.6712350088389103,0.5555555555555556,1.0,0.5,0,0,1,0,0,0
0,0.0,0.125,0.23943661971830985,0.9917623754178545,1,0.4439635342854952,0.5,0.0,0.0,0,0,0,1,0,0
0,0.0,0.25,0.6197183098591549,0.22710196275878922,0,0.467329578344845,0.2222222222222222,0.6666666666666666,0.0,0,0,0,0,0,1
0,0.0,0.125,0.056338028169014086,0.18629362118554035,0,0.2448473010629621,0.6666666666666666,0.6666666666666666,0.0,0,0,1,0,1,0
0,1.0,0.375,0.8591549295774648,0.39370226000216857,1,0.5201382689967671,0.4444444444444444,0.3333333333333333,0.0,0,0,0,0,0,0
1,0.0,0.0,0.11267605633802817,0.18143715823621362,0,0.2795224176020535,0.3888888888888889,0.0,0.0,0,0,0,0,1,0
1,0.0,0.375,0.7605633802816901,0.6552576752094155,0,0.4026040033808225,0.2222222222222222,0.0,0.0,0,0,0,0,1,0
0,0.0,0.125,0.7183098591549296,0.17476733440640227,1,0.23007009570375087,0.8333333333333334,0.3333333333333333,0.5,0,0,0,1,0,0
0,0.5,0.125,0.6619718309859155,0.6890384853443781,0,0.6456207494758833,0.5555555555555556,0.3333333333333333,0.0,0,0,0,0,0,0
1,1.0,0.125,0.647887323943662,0.3713274226948498,0,0.6191316915734819,0.4444444444444444,0.0,0.0,0,0,0,0,1,0
0,1.0,0.375,0.5352112676056338,0.5384730946713129,0,0.6080737438790927,0.6666666666666666,0.3333333333333333,0.0,0,0,0,1,1,0
0,0.0,0.25,0.43661971830985913,0.14722029088323457,0,0.7460847823796034,0.3888888888888889,0.3333333333333333,0.5,0,0,0,0,1,0
0,1.0,0.0,0.3380281690140845,0.13683536952028774,0,0.7443080772763936,0.6666666666666666,0.0,0.0,1,0,0,0,1,0
1,0.5,0.875,0.5070422535211268,0.24919461210191787,0,0.4987659071864164,0.6111111111111112,0.0,0.0,0,0,1,0,0,0
0,0.0,0.125,0.1267605633802817,0.0031694802316011217,0,0.4521292078007407,0.5,0.3333333333333333,0.0,0,0,0,1,1,0
0,1.0,0.5,0.8873239436619719,0.2755251748453606,0,0.470039759565377,0.16666666666666666,0.3333333333333333,0.5,0,0,0,1,1,0
1,0.5,0.125,0.4225352112676056,0.614384891284459,0,0.5864970186255848,0.5,0.0,0.0,0,0,0,1,0,0
0,0.0,0.0,0.9577464788732394,0.2846852872451121,0,0.6275826181991756,0.3888888888888889,0.3333333333333333,0.0,1,0,0,0,0,0
0,1.0,0.375,0.5352112676056338,0.5007212772878389,0,0.48179882525117,0.3888888888888889,0.0,0.0,0,0,1,0,0,0
0,0.0,0.25,0.2676056338028169,0.28239568363996276,0,0.3381067552406306,0.2777777777777778,0.0,1.0,0,0,1,0,0,0
0,0.0,0.125,0.9577464788732394,0.14711558216872853,0,0.6616890309750971,0.5555555555555556,0.0,0.0,0,0,1,0,1,0
0,0.0,0.5,0.19718309859154928,0.13961463797103457,0,0.45772791608078506,0.6666666666666666,0.0,0.0,0,0,0,1,0,0
0,0.0,0.125,0.5774647887323944,0.4039578923809492,0,0.8555729636762638,0.3333333333333333,0.3333333333333333,0.0,1,0,0,0,0,0
0,0.0,0.625,0.704225352112676,0.41004045799187444,0,0.017286109498120907,0.3333333333333333,0.3333333333333333,0.0,1,0,0,0,0,0
1,1.0,0.0,0.014084507042253521,0.11110823622577073,1,0.5838737525084805,0.7222222222222222,0.3333333333333333,0.5,0,1,0,0,1,0
0,0.0,0.25,0.6197183098591549,0.23261222853861482,1,0.7370735029565254,0.2222222222222222,0.3333333333333333,0.0,0,1,0,0,0,0
0,1.0,0.125,0.6197183098591549,0.2866092593390673,0,0.4670361339800555,0.0,0.0,0.0,0,1,0,0,1,0
0,0.5,0.5,0.8873239436619719,0.20966040174348502,0,0.48282774420461505,0.6666666666666666,0.0,0.0,0,0,1,0,1,0
0,1.0,0.125,0.014084507042253521,0.3138441981224717,0,0.7148501259450112,0.4444444444444444,0.0,0.0,0,0,0,1,1,0
0,1.0,0.125,0.971830985915493,0.5939311961058384,0,0.6841440759874069,0.5555555555555556,0.3333333333333333,0.0,1,0,0,0,1,0
0,1.0,0.0,0.9154929577464789,0.7876592977336101,0,0.5577145089036871,0.3333333333333333,0.3333333333333333,0.0,1,0,0,0,0,0
0,0.0,0.25,0.5633802816901409,0.5063257404826449,0,0.25994246095907964,0.3888888888888889,0.3333333333333333,0.5,0,1,0,0,0,0
0,1.0,0.25,0.056338028169014086,0.24485045372024403,0,0.46127850253465674,0.5,0.0,1.0,0,1,0,0,1,0
0,0.5,0.5,0.9859154929577465,0.2374929483330009,0,0.727851474456278,0.4444444444444444,0.0,0.0,1,0,0,0,1,0
0,0.5,0.125,0.5352112676056338,0.6511841423624534,0,0.4701963084066389,0.3888888888888889,0.3333333333333333,0.5,0,0,0,1,1,0
0,0.5,0.0,0.8309859154929577,0.8275936651793716,0,0.46871231349255615,0.4444444444444444,0.6666666666666666,0.5,0,0,0,1,0,0
1,0.5,0.75,0.7183098591549296,0.8513995754890401,1,0.34149568496725635,0.3888888888888889,0.3333333333333333,0.0,0,0,1,0,0,0
1,0.5,0.125,0.4788732394366197,0.0563785678483766,0,0.4326420937695934,0.3333333333333333,0.3333333333333333,0.0,0,0,0,0,0,0
0,0.0,0.5,0.9154929577464789,0.29208669752191263,0,0.5159335693011563,0.5555555555555556,0.3333333333333333,0.0,1,0,0,0,1,0
1,0.0,0.0,0.04225352112676056,0.15094767855120012,0,0.6150257142202032,0.3888888888888889,0.3333333333333333,0.0,0,0,1,0,1,0
1,1.0,0.5,0.8873239436619719,0.21358030790507132,0,0.5373548684374155,0.6111111111111112,0.3333333333333333,0.0,0,0,0,1,0,0
1,0.0,0.375,0.7464788732394366,0.6594093959536187,1,0.47812354188477807,0.1111111111111111,0.6666666666666666,0.0,0,0,1,0,0,0
0,0.0,0.375,0.39436619718309857,0.2598516144102801,0,0.18928183727346587,0.9444444444444444,0.3333333333333333,0.0,0,0,1,0,0,0
0,0.5,0.25,0.18309859154929578,0.35798049798170917,0,0.4226002649583491,0.6666666666666666,0.3333333333333333,0.5,0,0,1,0,0,0
0,0.0,0.0,0.056338028169014086,0.6859159825360418,0,0.43229319090476087,0.3333333333333333,0.3333333333333333,0.0,0,0,0,0,0,0
0,0.0,0.125,0.30985915492957744,0.4512627830541357,0,0.6807346771609359,0.8333333333333334,0.0,0.5,0,0,0,0,1,0
0,0.5,0.25,0.22535211267605634,0.3410821285834334,1,0.33675485547074385,0.5,0.0,1.0,0,0,0,0,1,0
1,0.5,0.375,0.5915492957746479,0.2762558718746976,0,0.3819583898601531,0.2777777777777778,0.3333333333333333,0.0,1,0,0,0,1,0
0,1.0,0.75,0.08450704225352113,0.2096901568067578,1,0.4892283711567458,0.3888888888888889,0.3333333333333333,0.0,1,0,0,0,0,0
0,1.0,0.375,0.18309859154929578,0.39161245194415784,0,0.38798156699516706,0.3888888888888889,0.6666666666666666,0.0,1,0,0,0,0,0
0,1.0,0.875,0.7464788732394366,0.30704759184915026,0,0.4457344224584561,0.6111111111111112,0.3333333333333333,0.5,1,0,0,0,0,0
0,0.0,0.0,0.352112676056338,0.31725632766081624,0,0.4029697453551247,0.7777777777777778,0.6666666666666666,1.0,0,0,1,0,0,0
1,0.0,0.375,0.2535211267605634,0.5169607499181533,0,0.27776954497034895,0.2222222222222222,0.0,0.0,0,1,0,0,0,0
0,1.0,0.0,0.7464788732394366,0.2617495508238716,1,0.4274840579402397,0.3888888888888889,1.0,1.0,0,0,0,0,0,0
1,1.0,0.875,0.16901408450704225,0.7407484190803372,0,0.5143235977498984,0.3888888888888889,0.3333333333333333,0.0,0,0,0,0,0,0
0,0.0,0.25,0.39436619718309857,0.33900404466720135,0,0.4550954445303744,0.9444444444444444,0.0,0.0,0,0,1,0,1,0
0,0.5,0.875,0.6197183098591549,0.33026834619983775,0,0.7730651732253591,0.6666666666666666,1.0,0.0,0,0,0,0,1,0
0,1.0,0.25,0.8873239436619719,0.26313049301309877,0,0.32120377248822407,0.7777777777777778,0.0,0.5,0,1,0,0,0,0
1,1.0,0.0,0.5211267605633803,0.1149125180925743,1,0.7188496890540169,0.6666666666666666,0.0,0.5,0,1,0,0,0,0
1,0.0,0.375,0.38028169014084506,0.32635127000350833,0,0.5729011770191271,0.6111111111111112,0.3333333333333333,0.0,0,0,1,0,0,0
0,0.5,0.0,0.5070422535211268,0.32508684152671613,0,0.38323489543700784,0.6111111111111112,0.0,0.0,0,0,0,0,0,0
0,1.0,0.5,0.6901408450704225,0.46967000907125145,1,0.6460516541147101,0.6666666666666666,1.0,0.0,1,0,0,0,1,0
1,1.0,0.0,0.16901408450704225,0.4117017284538372,0,0.4387318946351751,0.4444444444444444,0.3333333333333333,0.0,0,1,0,0,1,0
1,1.0,0.125,0.30985915492957744,0.31098900574668914,0,0.5773424128649263,0.3888888888888889,0.3333333333333333,0.0,0,0,0,1,1,0
0,0.5,0.375,0.323943661971831,0.6999970002368276,0,0.612552912887121,0.9444444444444444,0.0,0.0,0,0,1,0,0,0
0,1.0,0.0,0.323943661971831,0.13143434039937923,1,0.7850328012743483,0.3888888888888889,0.3333333333333333,0.0,0,0,0,1,0,1
