Churn,Tenure,Techie,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure
0,10.99607752,1,6.771136717,9,2,1
0,2.867284438,0,8.574863899,16,0,1
1,8.205103396,0,7.754485939,13,2,0
1,9.878308737,0,6.899189425,17,1,0
0,3.27055489,0,9.296497381,13,2,0
0,13.59949293,0,15.78937082,9,0,0
1,7.757685471,1,9.278437133,16,1,0
1,10.98734966,0,11.98468923,16,0,0
0,7.98560378,0,10.209012,16,3,1
1,3.391969552,1,11.87237678,11,0,0
0,6.393598693,0,8.985344623,10,0,0
0,19.13168856,0,3.577496502,13,0,0
1,10.98841039,0,7.552930534,15,0,1
1,1.268992493,1,8.856522955,13,2,0
0,11.23691953,0,11.21140731,13,2,1
1,14.64298089,0,9.844484181,13,1,0
0,12.57273206,0,9.577623408,18,0,0
1,4.266309981,1,7.083133504,12,0,0
0,14.51274009,0,7.979875858,18,1,0
0,16.01233793,0,12.17826323,9,2,1
0,14.7212152,0,14.00503607,13,1,1
1,5.947501617,0,14.05737023,10,3,0
0,26.68008793,0,15.63302492,11,1,0
0,24.77325806,0,8.556630945,7,0,0
0,8.856546048,1,10.51538905,12,1,1
0,6.12261616,0,10.28022332,12,2,0
1,8.69123648,1,6.980525959,13,0,0
0,7.443067222,0,14.69431857,15,2,1
1,4.30774917,0,7.846044789,10,0,0
0,1.277136149,0,10.7511092,15,2,1
1,1.722680046,0,7.901812987,11,1,0
1,6.217715978,0,8.398877174,12,2,0
1,5.412980331,0,11.02277295,17,2,0
0,21.67433467,1,11.55209722,16,2,0
1,3.99171522,1,8.366713908,17,0,0
0,20.93887792,0,12.12132108,15,1,0
0,5.794641025,1,6.259396187,14,1,2
1,14.91152829,0,11.98417084,11,1,1
0,6.093194674,0,10.34140063,12,0,1
1,10.28304,0,7.625104,12,0,0
1,10.50826,0,10.27858,13,0,0
1,1.229945,1,4.808304,7,2,0
0,13.29584,0,12.27326,9,2,0
1,2.105603,0,10.09367,11,0,0
1,7.976237,0,11.20146,13,2,0
0,1.293553,0,4.681246,10,2,0
0,5.982479,0,11.99276,12,0,1
1,1.26105,0,7.713017,12,1,0
1,7.698157,1,9.013523,16,1,1
1,2.175619,0,8.44455,10,0,1
1,9.390135,0,9.749636,13,0,0
0,20.16124,1,12.46495,16,1,0
1,8.433722,0,8.4926,14,3,0
0,3.081551,0,12.91472,10,0,1
1,18.2156,0,6.006898,14,0,1
1,14.80885,1,13.15703,7,0,0
1,3.151239,0,7.346236,10,1,1
1,16.81532,0,9.531669,15,2,0
1,1.954899,0,10.62558,16,0,0
0,5.111408,0,12.42693,8,0,2
0,11.42056,0,9.885262,14,1,1
0,8.954465,0,14.12411,15,0,1
0,7.387825,0,9.108143,7,2,0
0,3.943222,1,7.737367,12,2,0
0,10.47338,0,9.905191,14,0,2
1,4.773251,0,12.07642,13,2,1
1,4.510318,0,9.643592,15,2,0
1,3.843142,0,9.596264,9,0,2
1,11.38469,0,10.95793,11,2,1
1,7.178731,0,14.54552,11,2,0
0,3.434965,0,8.591792,6,1,0
0,11.93639,0,5.837482,11,1,0
0,2.155733,0,6.146665,10,1,2
0,4.600655,0,8.904816,13,3,0
1,7.376158,0,8.965014,14,0,0
0,4.573172,0,8.360793,13,0,0
1,7.231407,0,12.32574,12,1,1
1,9.84106,0,10.62793,11,3,0
0,6.204958,0,8.215309,12,0,0
0,8.962444,0,9.117724,10,1,0
0,23.24675,0,10.83199,6,0,0
0,8.716735,0,13.33801,12,0,1
1,11.71454,0,11.02404,7,1,0
1,3.08799,0,7.365321,12,0,1
1,2.051002,0,9.485065,11,0,1
0,25.17478,0,8.256042,12,2,1
1,19.50558,1,11.47946,10,0,0
0,6.645141,0,11.81668,16,0,2
0,7.793232,0,12.20892,11,2,1
1,13.37596,0,10.73901,9,0,0
1,11.5352,0,16.47207,13,1,0
0,6.025694,0,9.50503,13,0,0
0,8.082833,1,10.40481,11,2,0
0,2.654262,0,8.98954,8,0,0
0,2.104985,0,7.872117,19,1,1
0,31.32024,1,10.65375,11,1,0
0,21.03542,0,5.006946,14,0,1
1,3.465896,0,12.89594,14,1,0
1,12.4962,0,9.127013,11,1,0
0,13.63369,0,10.76672,14,1,0
0,11.75027,0,6.855385,17,3,0
0,10.32943,0,10.44859,8,0,0
0,8.333131,0,13.16243,10,1,0
1,9.602383,0,11.49389,12,0,1
0,22.37984,0,10.41256,7,1,0
0,9.061231,0,8.197798,14,0,0
0,12.85483,0,11.07391,16,1,1
1,5.430488,1,11.70709,15,1,0
0,5.26792,1,8.478086,15,1,0
1,6.799748,0,11.58551,10,1,0
0,8.954573,0,15.14143,12,3,0
0,2.499923,0,9.1274,12,0,0
0,8.084289,0,8.489595,7,1,0
0,7.978289,0,13.10202,11,2,0
1,11.61721,0,4.407474,18,1,1
0,26.27061,1,11.50735,13,0,1
1,9.881597,0,9.548649,13,1,0
1,4.969544,0,10.82715,9,1,1
0,14.86711,0,12.10717,8,2,1
1,12.47887,1,7.598834,12,0,0
1,2.958575,0,14.83322,14,0,1
1,9.955486,0,11.68917,13,2,2
1,17.08264,0,13.27431,11,0,1
1,12.12823,0,7.554437,18,0,0
0,9.832835,0,2.017746,15,0,0
1,3.737401,1,4.271704,12,0,0
0,4.791566,0,7.706983,18,1,1
0,22.04122,0,11.24791,11,0,1
0,6.86392,0,12.9485,17,1,1
0,3.744207,0,11.382,11,1,0
0,7.809364,0,9.080608,11,1,2
1,30.1778,0,10.74621,13,2,0
1,5.66162,0,10.7843,14,3,1
1,11.50316,0,14.23673,15,0,0
1,6.818283,0,9.977086,13,2,0
1,10.48149,0,13.37836,12,2,0
0,5.459489,0,9.711712,11,0,0
1,6.363764,0,15.13968,7,3,0
0,11.07943,0,11.39908,15,1,0
1,13.0511,0,15.04815,14,1,0
1,18.381,0,12.38804,14,2,0
1,11.87278,0,9.25069,18,0,0
1,8.182907,0,5.432771,13,1,0
0,6.765777,0,7.228889,13,0,0
1,12.31839,0,13.2422,8,1,1
1,5.173292,0,9.493989,10,0,0
1,6.23273,0,5.512588,14,2,0
1,4.252913,0,9.767021,13,2,2
1,10.99952,0,5.985983,13,0,0
1,7.831744,0,10.72873,14,2,0
1,8.944195,0,17.82109,11,0,0
0,19.72758,0,8.173993,11,2,0
1,5.003409,1,2.902962,13,1,0
1,11.53174,1,11.13286,10,0,1
1,14.29414,0,8.762474,14,1,0
0,28.28911,0,8.055983,7,0,2
0,27.98865,0,11.47448,9,2,0
0,1.577215,0,11.38954,12,2,0
0,16.85088,1,7.401544,11,1,0
0,16.6564,0,13.09285,9,0,0
1,8.275832,0,7.706837,12,0,0
1,1.789614,1,8.568928,13,3,1
0,5.943865,0,11.4707,18,1,1
1,11.4255,0,12.54175,15,1,0
1,29.35795,0,9.521566,16,1,1
1,3.543665,1,13.1638,12,1,1
1,1.75453,0,11.78195,16,2,0
0,19.87069,0,9.011534,15,1,0
1,9.637159,0,6.210987,13,1,1
1,7.658218,0,7.576687,14,0,0
1,2.465822,0,8.398662,11,0,0
0,8.353798,0,8.494806,8,1,0
1,9.37017,0,12.46389,18,1,0
0,3.362461,0,15.98748,12,0,0
0,8.394454,0,9.543086,15,1,0
1,2.432366,0,3.866889,15,1,0
1,4.044068,1,5.57797,13,1,0
1,13.17391,1,8.386358,12,0,0
1,1.375567,0,14.93471,12,0,0
1,24.34252,0,13.19778,9,0,2
1,2.301376,0,14.58236,16,2,0
0,16.64818,0,10.01972,8,2,0
0,4.564096,0,8.245298,13,0,1
1,5.29727,0,14.78858,18,0,0
0,6.03955,0,8.992821,12,2,1
0,4.749684,1,17.03765,11,1,1
0,21.61867,0,8.376945,13,3,0
1,15.51194,0,13.3061,11,1,0
0,1.319201,0,17.14612,12,1,0
0,8.66647,0,6.618072,12,0,0
1,2.748652,1,10.61107,8,3,0
1,2.830635,1,5.574893,9,1,0
1,5.423869,0,10.29493,9,1,0
1,12.09638,0,8.805561,9,1,0
0,7.117565,0,13.65356,9,1,1
1,6.575242,0,12.10685,11,0,1
1,9.951059,1,13.35871,12,2,0
1,7.890163,0,13.22236,7,0,0
0,1.230987,0,10.7445,8,0,0
1,1.650984,1,6.488715,14,0,1
1,5.237873,0,14.3374,6,2,1
0,17.13556,0,14.15632,11,3,1
1,3.708394,0,16.57893,14,0,1
1,5.582839,0,6.212355,12,0,0
0,16.02992,0,9.330391,12,1,0
1,3.523461,0,8.615047,14,2,2
1,7.535729,0,12.02949,13,1,1
1,9.759887,0,12.47818,13,2,1
0,30.7698,0,6.751421,11,2,1
0,6.739405,0,9.452414,10,1,1
1,3.383778,0,13.7331,11,2,0
0,4.632153,0,6.098505,13,0,1
0,1.900671,0,8.976742,9,0,0
1,6.074592,0,13.47294,12,0,0
0,16.04075,0,12.66401,13,1,1
1,21.58352,0,11.14827,13,2,0
1,10.46977,1,15.51053,11,1,1
0,11.00764,0,11.8295,14,0,0
0,17.55138,0,11.69911,16,0,0
0,7.675218,0,14.23604,16,1,0
1,8.907101,0,9.462635,11,1,0
1,4.836004,1,8.692293,11,0,1
0,7.109947,0,10.34418,13,0,0
1,17.98438,1,10.99266,12,1,2
1,2.180679,0,10.5339,12,2,0
0,2.201845,0,9.096999,3,1,1
0,4.418468,1,12.69755,7,2,0
0,4.798977,0,16.89285,7,1,0
1,14.1687,0,16.79023,14,1,0
0,4.927273,0,8.440102,7,2,1
0,10.7285,1,9.418504,12,3,0
0,4.028152,0,5.081352,11,0,1
1,26.74209,0,11.03899,15,1,0
1,4.029419,0,12.77923,11,1,0
1,19.68549,0,9.061046,13,0,0
0,6.17382,0,12.90631,14,0,1
0,3.990716,0,10.30058,11,1,1
0,11.90634,0,9.867501,17,1,0
1,7.394788,0,13.05828,13,0,0
0,1.445549,0,15.39099,9,0,0
0,8.696181,0,5.946073,19,1,0
0,6.840972,0,10.54611,8,1,0
0,20.43585,0,9.965158,14,1,0
0,2.707119,0,9.078682,18,1,1
0,6.280617,1,10.27753,14,1,0
1,7.458443,0,8.051613,11,1,0
1,4.465592,0,10.03504,15,3,0
0,12.63822,0,13.12078,10,1,0
0,13.14986,0,7.144377,13,0,0
1,25.69631,1,13.23481,12,1,0
0,3.089663,1,7.548639,14,0,0
0,7.94384,0,9.182092,8,1,0
0,13.31739,0,10.72004,16,0,0
0,10.57654,0,11.48171,14,0,2
1,10.37052,0,9.320336,12,0,0
1,3.478065,0,2.096375,10,1,0
1,10.36313,0,9.195938,11,1,0
0,10.269,0,17.80133,10,2,1
1,9.526371,1,8.466816,13,1,0
0,10.39421,0,11.11393,9,0,0
1,10.32825,0,11.18965,14,0,2
1,13.85765,0,15.47441,13,1,1
1,4.338536,0,7.201032,12,1,0
0,8.492867,0,12.099,12,2,0
1,2.649474,0,5.908518,14,3,1
0,18.5303,1,7.390473,11,0,0
1,4.970731,0,14.7789,10,0,2
0,2.493434,0,8.727294,13,0,1
0,25.26752,0,12.92213,9,0,0
0,3.020801,0,11.57569,17,0,2
0,4.905018,1,11.3061,12,2,0
1,1.198203,0,10.44399,12,1,0
1,1.366478,1,7.739305,7,0,0
1,8.492902,0,10.66234,10,0,1
0,5.26283,0,11.16641,18,1,0
1,2.734669,0,5.521606,13,1,0
0,7.533801,0,10.8684,14,2,1
0,12.02081,0,10.52082,11,0,1
1,2.548892,0,13.64856,14,0,1
0,3.459881,0,10.50011,14,1,0
0,27.73225,0,11.51957,15,2,0
1,15.13792,0,7.126864,14,3,0
0,3.374565,0,10.3617,16,2,0
0,6.791156,0,17.24567,17,1,1
1,1.703799,0,8.163008,14,1,0
0,5.229738,1,7.309462,13,2,0
1,1.4946,1,8.742106,10,0,0
0,12.51454,1,10.92378,10,0,0
1,12.85929,1,15.30999,9,1,0
0,12.72079,0,11.10706,14,1,0
1,4.066925,1,6.320917,18,2,0
1,19.98033,0,8.003539,11,0,0
0,11.53977,1,12.1254,11,1,0
0,4.719731,0,6.966168,17,1,0
1,10.77918,0,15.50087,18,1,0
0,7.667371,0,7.569971,14,0,0
0,25.32558,0,9.71297,19,1,1
0,7.80313,0,7.090931,15,2,0
1,7.944389,0,9.086285,7,0,0
1,2.977062,0,11.55219,14,1,0
1,6.403857,1,13.49337,14,0,0
0,10.91296,1,9.462517,14,3,0
1,16.16886,0,9.331181,3,1,1
0,6.542299,0,10.60544,13,0,1
0,17.66747,0,5.306158,16,0,0
0,5.63873,0,12.9755,12,3,0
0,9.307673,1,9.708487,9,0,0
0,4.582941,0,14.67669,11,1,1
1,7.755991,0,6.924593,8,0,0
0,9.557096,0,9.660222,10,1,1
0,5.219974,1,5.711911,13,1,1
0,18.13802,0,10.38533,12,1,0
1,3.935134,0,10.43098,13,0,0
1,9.049865,0,10.74227,7,0,0
1,5.596602,0,8.941573,12,1,0
0,3.908371,0,9.877819,11,2,0
0,1.739449,0,12.62231,16,1,0
1,6.002744,0,12.51589,10,0,1
0,24.42176,0,5.255272,11,1,0
0,3.197618,0,11.56658,14,1,0
0,3.180149,0,9.35093,11,0,0
1,6.981941,1,5.050186,12,2,0
1,14.7857,1,17.74402,11,0,0
0,9.361841,0,13.68251,12,1,0
1,8.079294,0,11.95606,11,1,0
1,9.487121,0,6.139202,11,1,0
0,7.409149,0,11.6577,9,0,0
0,5.111421,0,10.25643,14,1,0
1,4.770815,0,11.96338,8,0,0
1,2.65459,0,9.299708,13,0,0
1,13.71891,0,9.962708,13,0,1
1,12.69435,1,7.96371,10,1,1
0,6.324505,0,5.566561,15,1,0
0,14.80965,0,7.473832,10,0,1
1,13.8206,0,11.2307,11,2,1
1,2.130946,1,9.700795,13,0,0
0,5.885148,1,13.04796,18,0,0
1,12.77209,0,11.12455,10,2,2
1,3.112447,1,7.711119,9,0,1
1,6.816014,0,8.06957,14,2,0
1,7.367806,0,4.131287,16,1,1
1,21.08084,0,9.257301,11,0,0
0,13.15232,0,9.73327,16,0,0
1,1.270546,0,8.719019,10,1,0
1,16.56118,0,5.353483,12,1,0
1,12.21802,1,8.008225,15,2,0
0,6.137692,0,5.099569,16,0,0
0,12.82428,0,10.37097,10,2,1
0,7.458099,0,7.828963,10,1,1
1,1.397042,0,9.527541,12,0,1
1,14.98386,0,7.908108,8,1,0
0,19.75809,0,13.19755,13,3,1
0,12.27217,0,10.17344,9,0,1
1,9.23286,0,7.160613,12,2,0
1,2.497434,0,9.267577,13,0,1
1,15.91251,0,11.3134,21,0,0
1,4.527648,0,7.09874,11,1,0
0,3.99954,0,10.02228,8,2,0
0,8.133191,1,13.6576,17,1,0
1,8.970035,0,7.614454,13,2,0
0,1.589535,0,10.12576,11,2,1
0,7.88215,0,11.57698,13,1,0
1,18.65137,0,14.56169,12,1,0
0,3.399281,0,16.22817,10,0,0
0,9.594746,0,10.0764,16,0,0
0,3.199682,0,10.2213,9,0,1
1,13.24052,0,13.5599,10,2,0
1,9.584536,1,11.98918,17,0,1
1,1.135161,0,9.409715,8,1,0
1,1.835282,0,16.88379,11,1,0
0,14.76538,1,14.06327,16,0,0
0,14.95975,0,9.270527,7,0,0
0,8.487326,0,12.80286,11,0,1
0,16.25256,0,11.17461,17,0,1
1,17.4028,1,8.4836,11,0,0
1,5.850283,0,13.99538,14,0,0
0,20.43277,0,4.528985,14,1,0
1,2.763224,0,5.147124,15,2,0
1,15.73243,0,12.80754,13,1,0
1,1.482474,0,9.204904,9,2,0
0,3.437502,1,11.63888,8,2,0
0,17.20502,0,11.24506,13,2,0
0,8.327722,0,9.326198,15,1,0
0,2.225465,1,15.65819,14,1,1
0,2.477945,1,11.98003,16,1,0
0,9.25848,0,3.978796,12,0,1
0,20.14176,0,10.80628,11,0,0
1,11.14615,0,10.22095,14,0,1
0,1.5183,0,7.732668,13,0,0
1,14.80365,0,10.45028,17,1,0
1,2.734057,0,11.913,11,2,0
1,10.17576,0,12.46778,17,3,0
1,1.582585,0,6.933869,15,2,1
1,9.38329,0,11.58268,18,2,0
0,10.85537,0,10.40504,8,0,1
1,7.400769,0,10.51146,13,2,1
1,6.84336,0,6.063243,7,0,0
1,3.290431,1,15.92158,12,0,0
0,14.59541,0,11.31675,12,0,1
1,8.882682,0,11.07048,15,2,0
0,2.590677,0,15.77718,10,0,0
0,5.59356,0,15.33257,6,1,0
1,9.933523,1,15.85825,14,2,0
1,2.992589,0,13.56065,18,2,0
1,19.57075,0,9.395636,11,1,0
0,16.68618,0,13.96002,12,0,0
1,7.749595,1,8.929747,14,1,0
0,9.713544,1,10.55112,20,3,2
0,9.288851,0,9.566251,7,1,0
0,14.21143,0,8.082,11,1,0
1,12.26499,0,14.67215,6,2,0
0,2.096411,1,12.20597,12,0,0
0,14.76922,0,10.77215,6,3,1
0,9.388962,0,9.39907,9,1,1
1,2.061636,0,8.079021,14,0,0
0,2.687062,1,9.40182,13,3,0
1,1.854011,0,9.726798,17,0,0
0,6.233177,0,7.690569,17,0,0
1,11.36938,0,14.36615,9,3,2
0,5.533288,0,7.663075,9,2,0
1,10.18679,0,10.4255,6,1,0
0,5.857544,0,10.18198,15,2,0
0,4.348554,1,10.22727,13,0,0
0,15.07508,0,14.61583,14,2,0
1,4.235635,0,9.807188,17,1,1
0,4.323297,0,3.985414,9,0,1
0,5.792794,0,8.729509,16,0,0
1,3.919919,0,10.9733,13,1,0
0,13.67733,0,10.31976,8,2,1
1,1.813049,0,8.783413,15,0,1
0,4.867834,0,7.403382,8,1,0
0,17.76511,0,6.51399,15,1,1
0,19.14395,0,11.45158,9,2,0
1,15.41637,0,9.461247,12,3,1
1,3.978662,1,6.214679,9,0,1
0,6.452058,0,8.608975,11,1,0
0,10.55177,1,10.31889,14,1,1
0,13.87203,0,6.566599,13,1,0
1,15.98627,1,12.06638,9,1,0
0,8.440774,0,7.11372,13,0,0
1,5.706255,0,10.31167,6,1,0
1,11.63009,0,7.709204,12,0,0
1,6.364903,0,9.942905,8,1,0
0,9.119628,0,4.266815,9,1,0
0,10.55912,0,11.07111,7,2,1
1,11.11794,0,10.23565,15,0,0
1,2.96972,1,10.62896,8,0,0
0,6.617173,0,15.21772,7,2,0
1,3.664542,0,9.134223,18,2,2
1,14.10183,1,9.346821,14,1,0
0,13.20294,0,12.94729,11,0,0
0,13.12966,0,9.41977,7,2,0
0,15.07394,0,7.352338,11,0,0
1,20.5514,0,9.520453,11,1,1
1,1.704751,0,11.16575,15,1,0
0,11.13625,0,14.77223,10,1,0
0,5.802984,0,12.13147,15,1,0
1,7.948145,1,6.35624,14,0,1
0,12.0068,0,11.07762,10,0,1
1,20.22191,0,9.871425,10,1,0
1,1.932155,0,9.358906,6,1,0
1,19.93923,0,13.13329,9,0,0
1,5.620998,0,8.546853,11,1,0
1,6.446079,0,8.71185,11,1,0
0,7.633753,0,9.355553,4,2,0
1,6.582225,1,11.4017,13,0,0
1,2.420905,0,10.48505,13,0,0
1,2.608423,1,13.83841,15,0,1
1,9.248419,0,10.43682,10,1,0
0,1.652127,1,10.39103,7,0,0
1,2.077466,0,13.52535,12,0,0
1,19.06753,1,10.10656,14,1,0
0,2.12851,0,9.945653,13,0,0
0,13.46686,0,12.36189,9,1,0
0,1.805094,1,9.31867,14,1,1
1,5.886238,1,9.649624,10,2,0
1,4.336113,0,6.551988,11,1,1
0,5.395611,0,8.991756,11,0,0
1,2.930277,0,13.0395,12,0,0
0,5.23657,0,11.341,13,2,0
1,1.293544,0,11.15686,8,1,0
1,1.76478,0,14.29507,13,0,0
1,15.4459,0,3.464197,12,0,0
0,16.56317,0,14.68158,11,1,0
1,8.939477,0,10.67296,8,2,0
0,5.9717,0,11.91227,11,1,0
0,26.15019,0,9.589426,9,1,0
0,17.84058,0,12.9317,15,1,0
0,11.49687,0,7.935518,11,1,1
1,3.761061,0,9.320977,10,2,1
0,16.39747,0,16.12913,11,0,1
0,11.61284,0,13.15586,18,0,2
1,13.85176,0,11.18568,6,1,1
0,18.8572,0,8.554768,11,1,0
0,10.08697,0,14.26456,11,1,1
1,1.895979,0,15.88055,14,0,0
1,2.446064,0,12.79546,12,2,0
1,2.464275,0,9.731762,8,1,0
1,14.80349,0,15.21575,14,2,0
1,8.040278,0,9.63933,19,2,2
0,6.453124,0,9.164653,14,0,0
1,20.13722,0,12.49263,7,0,0
1,16.04377,0,14.54789,12,2,1
0,7.42363,0,13.01594,11,2,1
0,20.87424,1,11.04209,9,1,1
0,14.44636,0,7.405469,16,1,0
0,9.000396,0,10.66838,12,1,0
0,7.194779,1,12.3917,19,2,0
1,2.919931,0,9.380891,12,0,1
1,12.86551,0,16.19038,6,1,0
0,18.8098,0,18.44059,12,0,1
1,15.92001,0,8.669476,12,1,0
1,4.85088,0,9.237382,10,1,0
1,4.847411,1,10.91998,15,0,0
1,2.758575,1,10.99018,11,0,0
0,6.116652,0,7.095061,8,1,0
1,1.757261,0,9.490979,15,0,0
1,16.87028,0,6.548344,14,1,1
0,16.66123,0,7.891279,14,0,0
0,12.61471,1,10.58295,9,1,0
0,5.714937,1,7.787876,14,3,0
1,2.301772,0,13.14319,4,0,0
0,3.627104,1,13.36184,11,3,1
0,12.00909,0,6.478653,12,3,0
0,24.14282,0,14.06909,8,3,0
0,19.14656,1,7.832718,10,1,1
0,22.14611,0,9.183616,14,0,1
0,5.585004,0,13.88216,15,0,0
0,8.940085,0,10.63565,12,1,0
0,17.82124,1,11.35287,12,0,1
0,27.4563,0,2.094319,9,1,0
0,8.522053,1,10.42305,14,0,0
0,8.386909,0,9.83124,15,1,0
1,10.52249,0,8.183544,15,0,0
1,9.836216,0,4.649681,13,1,0
1,10.85169,1,9.447787,12,1,0
1,8.973181,0,8.834633,12,0,0
0,14.04801,0,12.70547,9,0,0
1,14.17599,1,7.499758,13,1,0
1,8.619877,0,4.280086,13,3,0
1,17.91527,0,6.965079,10,2,1
0,8.113307,0,11.16639,18,1,1
1,12.52502,0,13.54662,12,0,2
0,9.303687,0,10.34504,9,0,0
1,3.840589,1,8.80007,12,1,0
1,5.142628,0,13.25797,14,1,0
1,2.067128,1,14.10578,10,0,1
0,18.96848,0,12.38127,15,1,1
1,2.589165,0,12.51035,11,1,0
0,2.362663,0,11.05354,11,1,0
0,5.585807,0,8.263688,14,0,0
1,16.81789,0,7.603034,10,0,2
1,18.529,0,7.062036,8,0,0
1,14.39213,0,6.529096,9,1,0
1,8.457034,0,12.72846,16,0,1
0,9.24589,0,13.85374,10,0,2
1,1.413033,1,8.067406,13,1,1
1,3.680185,0,8.889321,12,1,2
0,16.82081,0,7.255194,11,1,0
1,1.025579,1,5.6162,10,1,2
0,15.02441,0,9.842896,14,2,0
0,2.440244,1,12.15458,10,0,0
0,7.409027,1,8.978709,16,1,0
1,3.148665,0,5.071108,9,0,0
0,29.62966,0,11.98305,13,0,1
1,4.044209,0,8.552086,7,1,0
0,22.73656,0,12.96774,12,2,0
1,2.917886,1,6.252401,13,1,0
0,13.08213,0,5.707982,14,2,0
1,1.740144,1,8.613955,12,0,0
1,9.470798,0,12.67157,10,1,0
0,2.476217,1,10.45992,11,0,1
0,9.05316,0,6.847776,12,0,0
0,10.86199,0,13.93304,15,1,1
1,7.990345,0,10.94745,10,2,0
1,1.500126,0,11.40109,10,0,0
1,6.732509,0,9.241887,14,1,0
1,1.442102,1,6.726035,13,0,0
0,10.89683,0,7.683895,15,0,1
0,10.69505,0,10.45012,15,2,1
1,6.905862,0,13.56355,18,0,0
0,22.31932,0,10.59909,6,1,0
1,4.984918,1,7.353978,12,0,0
1,10.45497,0,8.738173,11,2,0
0,18.81683,0,6.923674,12,0,0
0,18.01018,1,10.66687,7,3,0
1,5.014012,0,2.820841,10,1,0
0,9.817033,1,9.040639,10,0,0
1,7.437784,0,6.754503,9,0,0
0,1.280324,0,8.249498,14,2,0
1,13.43811,0,15.8001,12,0,0
0,3.765838,0,9.956429,12,0,0
0,1.798433,0,18.77915,6,2,1
0,7.35817,0,11.2971,12,1,1
1,7.744129,1,7.526996,11,0,1
0,16.79677,0,11.71667,11,0,0
0,1.311693,0,8.063233,10,1,1
1,6.960522,0,10.06942,12,2,1
1,5.525134,0,8.417611,9,1,0
1,10.29048,1,7.655763,10,0,1
0,18.32904,0,8.578558,16,3,0
1,1.794202,1,9.044468,16,2,0
0,16.38978,1,10.84353,12,2,0
0,22.34478,0,12.23081,14,1,0
1,12.91538,0,10.35484,16,1,0
1,11.59627,0,11.74908,16,2,0
0,15.2121,0,12.38931,9,2,0
1,3.771607,1,8.884262,14,1,0
0,11.64744,0,6.304689,6,1,0
0,25.72493,0,12.82818,14,1,0
1,1.393262,0,10.42511,12,1,0
1,12.173,0,12.17307,11,1,0
0,8.909806,0,9.308406,16,1,1
0,10.48608,0,10.82274,19,1,0
0,19.26465,1,13.03399,10,1,0
1,6.24751,0,14.64439,14,1,1
0,9.063713,1,11.06501,9,1,0
1,10.02603,1,9.811647,16,1,0
1,28.22989,0,13.91858,15,0,1
0,7.617535,1,9.650519,5,3,2
0,20.58561,1,13.58247,10,0,0
0,12.359,0,6.136428,14,0,0
0,8.437873,0,9.656318,6,0,0
1,14.01692,0,14.27424,15,1,0
0,1.506136,0,7.942358,16,1,1
0,4.148103,0,11.26128,10,0,0
1,8.867664,1,8.650145,10,0,0
1,6.663036,0,10.96431,7,1,0
0,1.563383,0,9.906298,10,0,0
1,13.75426,0,9.513517,12,1,1
1,2.367066,0,8.846501,14,0,0
0,2.333094,0,4.791388,15,1,0
0,14.86158,0,5.549034,9,2,1
1,1.768753,0,8.776267,11,2,1
1,18.25291,0,7.89302,13,1,2
0,1.275948,0,8.355446,8,1,0
1,29.95876,0,6.322552,9,2,0
0,2.073632,0,9.916894,9,1,0
0,10.49402,1,10.1125,11,1,0
1,6.368504,0,10.02298,13,1,0
1,7.674186,0,10.53533,9,1,0
0,16.75789,0,8.848665,15,3,0
0,8.473966,0,8.568261,16,1,0
0,30.82191,0,10.79675,12,0,0
1,7.8432,1,11.70586,10,1,1
0,8.03514,1,4.254491,15,2,1
1,5.150963,0,10.76274,12,1,1
1,24.2732,1,9.720452,12,0,1
0,9.38517,0,7.590769,7,0,1
1,13.81972,0,10.997,14,2,1
1,1.37258,0,8.401275,11,1,0
0,1.84687,0,13.42037,7,0,0
1,12.23147,0,9.466427,10,0,0
0,6.554584,0,13.4046,11,0,1
1,2.599617,0,10.47559,13,1,0
1,2.827378,0,10.7882,13,1,0
1,16.12971,0,9.545723,11,2,0
0,23.9038,0,12.06193,10,0,0
0,1.73409,0,11.88241,11,2,1
0,17.45182,0,16.08459,13,0,2
1,3.82548,0,9.438856,12,2,0
0,10.00949,0,10.33351,14,0,0
0,15.81095,0,8.983351,10,3,1
1,4.310974,0,10.7808,14,1,0
1,1.200106,1,12.11645,9,1,0
1,1.99818,0,8.997143,8,0,0
0,16.93745,0,6.530306,13,1,1
1,13.05373,1,9.976783,12,2,0
0,3.533323,0,10.54543,10,3,1
0,16.93329,0,11.6043,12,1,0
0,2.888303,0,9.824765,16,1,1
1,6.307859,0,11.79632,13,0,0
1,4.812563,0,6.914264,9,0,0
0,25.10781,0,12.06529,17,1,0
0,10.32034,0,11.13605,9,1,0
1,16.7433,0,13.31371,11,0,0
0,6.652608,0,12.83511,14,2,1
1,6.7064,1,10.19664,12,2,1
1,11.96096,0,13.31326,12,3,0
1,7.900866,1,9.072518,13,0,0
0,4.245295,0,6.015014,12,2,0
0,10.0496,0,4.641244,16,0,1
1,4.469398,0,12.25739,13,0,0
0,10.59491,0,13.77913,14,0,0
1,2.82818,1,7.328353,11,2,1
1,6.71156,0,15.12772,12,2,0
0,5.25157,0,14.32552,11,1,0
0,16.4299,0,9.181711,15,0,0
1,7.896371,0,11.58885,13,0,0
1,15.06815,0,11.80835,12,1,0
1,3.700985,0,9.235801,17,1,0
0,17.26451,0,12.03055,10,0,1
0,16.5852,0,7.701754,11,2,0
0,10.81514,0,11.13448,17,0,0
